#ProfileFileVersion=5.6
#ProfilerVersion=5.6.0
#API=OpenCL
#Application=C:/Users/ocl_user24_0/TEST/skkv-mp-gpu/actions-runner/_work/gpu24-ocl-matmul-r73lan/gpu24-ocl-matmul-r73lan/__test.exe
#ApplicationArgs=--input test_data/in0.txt --output test_data/out_0.txt --realization 3 --device-type all --device-index 0
#WorkingDirectory=.
#Device gfx1010 Platform Vendor=Advanced Micro Devices, Inc.
#Device gfx1010 Platform Name=AMD Accelerated Parallel Processing
#Device gfx1010 Platform Version=OpenCL 2.1 AMD-APP (3004.8)
#Device gfx1010 CLDriver Version=3004.8 (PAL,LC)
#Device gfx1010 CLRuntime Version=OpenCL 2.0 AMD-APP (3004.8)
#Device gfx1010 NumberAppAddressBits=64
#Device gfx1010 Board Name=AMD Radeon RX 5700 XT
#Device gfx1010 PCIE device id=29471
#OS Version=Windows 10 Build 10.0.0
#DisplayName=matmul_3_prof
#ListSeparator=,
#ForceSinglePass=False
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, AllInsts, BranchInsts, CacheMiss, ExecBoundByFlat, ExecBoundByLDS, ExecBoundByTex, ExecTime, FlatInsts, L0CacheHit, L1CacheHit, L2CacheHit, LDSBankConflictRate, LDSBankConflicts, LDSInsts, MemFetchSize, MemFetchSpeedGBps, MemUnitBusy, MemWriteSize, RealOccupancy, SALUBusy, SALUInsts, SFetchInsts, SrcFetchSize, TexInsts, VALUBusy, VALUInsts, VALUInt64Insts, VALUUtilization, WaitOnBarrier, WaitOnSMemLDS, WaitOnVMem, Wavefronts
localmem_vector_r3__k1_d1_gfx1010, 1, 7516, 46, {   1035     690       1}, {   15    10     1},         6.40596, 7296, 64, 35, 0,     19072.00,        71.00,        29.44,         0.02,        90.74,         0.06,         6.52,       417.00,         7.50,        14.78,        62.23,         6.25,       745.20,      3381.00,   1582121.25,       248.47,        66.06,     19632.78,        66.84,         0.35,       154.00,         5.00,   5314132.88,       138.00,        34.36,     14767.00,       425.00,        93.76,        30.09,         0.37,         0.09,     23805.00
