#ProfileFileVersion=5.6
#ProfilerVersion=5.6.0
#API=OpenCL
#Application=C:/Users/ocl_user24_0/TEST/skkv-mp-gpu/actions-runner/_work/gpu24-ocl-matmul-r73lan/gpu24-ocl-matmul-r73lan/__test.exe
#ApplicationArgs=--input test_data/in0.txt --output test_data/out_0.txt --realization 2 --device-type all --device-index 0
#WorkingDirectory=.
#Device gfx1010 Platform Vendor=Advanced Micro Devices, Inc.
#Device gfx1010 Platform Name=AMD Accelerated Parallel Processing
#Device gfx1010 Platform Version=OpenCL 2.1 AMD-APP (3004.8)
#Device gfx1010 CLDriver Version=3004.8 (PAL,LC)
#Device gfx1010 CLRuntime Version=OpenCL 2.0 AMD-APP (3004.8)
#Device gfx1010 NumberAppAddressBits=64
#Device gfx1010 Board Name=AMD Radeon RX 5700 XT
#Device gfx1010 PCIE device id=29471
#OS Version=Windows 10 Build 10.0.0
#DisplayName=matmul_2_prof
#ListSeparator=,
#ForceSinglePass=False
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, AllInsts, BranchInsts, CacheMiss, ExecBoundByFlat, ExecBoundByLDS, ExecBoundByTex, ExecTime, FlatInsts, L0CacheHit, L1CacheHit, L2CacheHit, LDSBankConflictRate, LDSBankConflicts, LDSInsts, MemFetchSize, MemFetchSpeedGBps, MemUnitBusy, MemWriteSize, RealOccupancy, SALUBusy, SALUInsts, SFetchInsts, SrcFetchSize, TexInsts, VALUBusy, VALUInsts, VALUInt64Insts, VALUUtilization, WaitOnBarrier, WaitOnSMemLDS, WaitOnVMem, Wavefronts
localmem_r2__k1_d1_gfx1010, 1, 14136, 46, {   2064    2064       1}, {   16    16     1},        14.00984, 2048, 48, 35, 0,      6752.00,       130.00,        26.60,         0.07,        98.12,         0.52,        14.29,       260.00,         0.14,        13.50,        69.52,         0.00,         0.00,      2322.00,   2167732.69,       155.34,        99.02,     16641.69,        78.62,         1.56,       270.00,         5.00,   8234222.13,       258.00,        20.29,      3248.00,       263.00,       100.00,        23.85,         0.24,         0.28,    133128.00
